PING 192.168.0.100 (192.168.0.100) 56(84) bytes of data.
64 bytes from 192.168.0.100: icmp_seq=1 ttl=64 time=37.3 ms
64 bytes from 192.168.0.100: icmp_seq=2 ttl=64 time=7.29 ms
64 bytes from 192.168.0.100: icmp_seq=3 ttl=64 time=7.24 ms
64 bytes from 192.168.0.100: icmp_seq=4 ttl=64 time=10.5 ms
64 bytes from 192.168.0.100: icmp_seq=5 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=6 ttl=64 time=7.02 ms
64 bytes from 192.168.0.100: icmp_seq=7 ttl=64 time=7.08 ms
64 bytes from 192.168.0.100: icmp_seq=8 ttl=64 time=7.12 ms
64 bytes from 192.168.0.100: icmp_seq=9 ttl=64 time=7.02 ms
64 bytes from 192.168.0.100: icmp_seq=10 ttl=64 time=7.00 ms
64 bytes from 192.168.0.100: icmp_seq=11 ttl=64 time=7.03 ms
64 bytes from 192.168.0.100: icmp_seq=12 ttl=64 time=37.1 ms
64 bytes from 192.168.0.100: icmp_seq=13 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=14 ttl=64 time=7.10 ms
64 bytes from 192.168.0.100: icmp_seq=15 ttl=64 time=7.05 ms
64 bytes from 192.168.0.100: icmp_seq=16 ttl=64 time=6.85 ms
64 bytes from 192.168.0.100: icmp_seq=17 ttl=64 time=6.81 ms
64 bytes from 192.168.0.100: icmp_seq=18 ttl=64 time=39.5 ms
64 bytes from 192.168.0.100: icmp_seq=19 ttl=64 time=7.08 ms
64 bytes from 192.168.0.100: icmp_seq=20 ttl=64 time=7.05 ms
64 bytes from 192.168.0.100: icmp_seq=21 ttl=64 time=7.05 ms
64 bytes from 192.168.0.100: icmp_seq=22 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=23 ttl=64 time=7.05 ms
64 bytes from 192.168.0.100: icmp_seq=24 ttl=64 time=37.4 ms
64 bytes from 192.168.0.100: icmp_seq=25 ttl=64 time=7.16 ms
64 bytes from 192.168.0.100: icmp_seq=26 ttl=64 time=7.03 ms
64 bytes from 192.168.0.100: icmp_seq=27 ttl=64 time=7.09 ms
64 bytes from 192.168.0.100: icmp_seq=28 ttl=64 time=7.25 ms
64 bytes from 192.168.0.100: icmp_seq=29 ttl=64 time=7.07 ms
64 bytes from 192.168.0.100: icmp_seq=30 ttl=64 time=44.0 ms
64 bytes from 192.168.0.100: icmp_seq=31 ttl=64 time=7.00 ms
64 bytes from 192.168.0.100: icmp_seq=32 ttl=64 time=9.31 ms
64 bytes from 192.168.0.100: icmp_seq=33 ttl=64 time=7.05 ms
64 bytes from 192.168.0.100: icmp_seq=34 ttl=64 time=7.01 ms
64 bytes from 192.168.0.100: icmp_seq=35 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=36 ttl=64 time=37.2 ms
64 bytes from 192.168.0.100: icmp_seq=37 ttl=64 time=7.09 ms
64 bytes from 192.168.0.100: icmp_seq=38 ttl=64 time=9.04 ms
64 bytes from 192.168.0.100: icmp_seq=39 ttl=64 time=7.02 ms
64 bytes from 192.168.0.100: icmp_seq=40 ttl=64 time=7.00 ms
64 bytes from 192.168.0.100: icmp_seq=41 ttl=64 time=7.06 ms
64 bytes from 192.168.0.100: icmp_seq=42 ttl=64 time=37.9 ms
64 bytes from 192.168.0.100: icmp_seq=43 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=44 ttl=64 time=7.08 ms
64 bytes from 192.168.0.100: icmp_seq=45 ttl=64 time=9.03 ms
64 bytes from 192.168.0.100: icmp_seq=46 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=47 ttl=64 time=7.01 ms
64 bytes from 192.168.0.100: icmp_seq=48 ttl=64 time=37.5 ms
64 bytes from 192.168.0.100: icmp_seq=49 ttl=64 time=7.04 ms
64 bytes from 192.168.0.100: icmp_seq=50 ttl=64 time=7.08 ms
64 bytes from 192.168.0.100: icmp_seq=51 ttl=64 time=7.01 ms
64 bytes from 192.168.0.100: icmp_seq=52 ttl=64 time=7.02 ms
64 bytes from 192.168.0.100: icmp_seq=53 ttl=64 time=7.09 ms
64 bytes from 192.168.0.100: icmp_seq=54 ttl=64 time=37.3 ms
64 bytes from 192.168.0.100: icmp_seq=55 ttl=64 time=7.32 ms
64 bytes from 192.168.0.100: icmp_seq=56 ttl=64 time=7.24 ms
64 bytes from 192.168.0.100: icmp_seq=57 ttl=64 time=6.99 ms
64 bytes from 192.168.0.100: icmp_seq=58 ttl=64 time=7.06 ms
64 bytes from 192.168.0.100: icmp_seq=59 ttl=64 time=7.03 ms
64 bytes from 192.168.0.100: icmp_seq=60 ttl=64 time=37.1 ms

--- 192.168.0.100 ping statistics ---
60 packets transmitted, 60 received, 0% packet loss, time 59075ms
rtt min/avg/max/mdev = 6.812/12.417/43.983/11.587 ms
