PING 192.168.0.200 (192.168.0.200) 56(84) bytes of data.
64 bytes from 192.168.0.200: icmp_seq=1 ttl=64 time=7.24 ms
64 bytes from 192.168.0.200: icmp_seq=2 ttl=64 time=9.80 ms
64 bytes from 192.168.0.200: icmp_seq=3 ttl=64 time=11.3 ms
64 bytes from 192.168.0.200: icmp_seq=4 ttl=64 time=11.4 ms
64 bytes from 192.168.0.200: icmp_seq=5 ttl=64 time=12.6 ms
64 bytes from 192.168.0.200: icmp_seq=6 ttl=64 time=13.8 ms
64 bytes from 192.168.0.200: icmp_seq=7 ttl=64 time=5.80 ms
64 bytes from 192.168.0.200: icmp_seq=8 ttl=64 time=5.76 ms
64 bytes from 192.168.0.200: icmp_seq=9 ttl=64 time=6.31 ms
64 bytes from 192.168.0.200: icmp_seq=10 ttl=64 time=5.73 ms
64 bytes from 192.168.0.200: icmp_seq=11 ttl=64 time=6.69 ms
64 bytes from 192.168.0.200: icmp_seq=12 ttl=64 time=8.20 ms
64 bytes from 192.168.0.200: icmp_seq=13 ttl=64 time=6.67 ms
64 bytes from 192.168.0.200: icmp_seq=14 ttl=64 time=7.65 ms
64 bytes from 192.168.0.200: icmp_seq=15 ttl=64 time=6.71 ms
64 bytes from 192.168.0.200: icmp_seq=16 ttl=64 time=5.75 ms
64 bytes from 192.168.0.200: icmp_seq=17 ttl=64 time=6.21 ms
64 bytes from 192.168.0.200: icmp_seq=18 ttl=64 time=5.72 ms
64 bytes from 192.168.0.200: icmp_seq=19 ttl=64 time=6.65 ms
64 bytes from 192.168.0.200: icmp_seq=20 ttl=64 time=5.89 ms
64 bytes from 192.168.0.200: icmp_seq=21 ttl=64 time=7.24 ms
64 bytes from 192.168.0.200: icmp_seq=22 ttl=64 time=8.17 ms
64 bytes from 192.168.0.200: icmp_seq=23 ttl=64 time=9.14 ms
64 bytes from 192.168.0.200: icmp_seq=24 ttl=64 time=7.48 ms
64 bytes from 192.168.0.200: icmp_seq=25 ttl=64 time=12.0 ms
64 bytes from 192.168.0.200: icmp_seq=26 ttl=64 time=6.67 ms
64 bytes from 192.168.0.200: icmp_seq=27 ttl=64 time=5.63 ms
64 bytes from 192.168.0.200: icmp_seq=28 ttl=64 time=6.66 ms
64 bytes from 192.168.0.200: icmp_seq=29 ttl=64 time=6.21 ms
64 bytes from 192.168.0.200: icmp_seq=30 ttl=64 time=6.66 ms
64 bytes from 192.168.0.200: icmp_seq=31 ttl=64 time=6.68 ms
64 bytes from 192.168.0.200: icmp_seq=32 ttl=64 time=5.99 ms
64 bytes from 192.168.0.200: icmp_seq=33 ttl=64 time=8.25 ms
64 bytes from 192.168.0.200: icmp_seq=34 ttl=64 time=6.68 ms
64 bytes from 192.168.0.200: icmp_seq=35 ttl=64 time=6.11 ms
64 bytes from 192.168.0.200: icmp_seq=36 ttl=64 time=5.69 ms
64 bytes from 192.168.0.200: icmp_seq=37 ttl=64 time=6.68 ms
64 bytes from 192.168.0.200: icmp_seq=38 ttl=64 time=6.65 ms
64 bytes from 192.168.0.200: icmp_seq=39 ttl=64 time=5.89 ms
64 bytes from 192.168.0.200: icmp_seq=40 ttl=64 time=7.21 ms
64 bytes from 192.168.0.200: icmp_seq=41 ttl=64 time=9.75 ms
64 bytes from 192.168.0.200: icmp_seq=42 ttl=64 time=10.4 ms
64 bytes from 192.168.0.200: icmp_seq=43 ttl=64 time=11.1 ms
64 bytes from 192.168.0.200: icmp_seq=44 ttl=64 time=12.5 ms
64 bytes from 192.168.0.200: icmp_seq=45 ttl=64 time=8.25 ms
64 bytes from 192.168.0.200: icmp_seq=46 ttl=64 time=6.75 ms
64 bytes from 192.168.0.200: icmp_seq=47 ttl=64 time=6.63 ms
64 bytes from 192.168.0.200: icmp_seq=48 ttl=64 time=6.91 ms
64 bytes from 192.168.0.200: icmp_seq=49 ttl=64 time=6.65 ms
64 bytes from 192.168.0.200: icmp_seq=50 ttl=64 time=6.95 ms
64 bytes from 192.168.0.200: icmp_seq=51 ttl=64 time=11.3 ms
64 bytes from 192.168.0.200: icmp_seq=52 ttl=64 time=5.63 ms
64 bytes from 192.168.0.200: icmp_seq=53 ttl=64 time=5.63 ms
64 bytes from 192.168.0.200: icmp_seq=54 ttl=64 time=8.24 ms
64 bytes from 192.168.0.200: icmp_seq=55 ttl=64 time=6.65 ms
64 bytes from 192.168.0.200: icmp_seq=56 ttl=64 time=6.68 ms
64 bytes from 192.168.0.200: icmp_seq=57 ttl=64 time=6.62 ms
64 bytes from 192.168.0.200: icmp_seq=58 ttl=64 time=8.21 ms
64 bytes from 192.168.0.200: icmp_seq=59 ttl=64 time=6.17 ms
64 bytes from 192.168.0.200: icmp_seq=60 ttl=64 time=11.3 ms

--- 192.168.0.200 ping statistics ---
60 packets transmitted, 60 received, 0% packet loss, time 59097ms
rtt min/avg/max/mdev = 5.625/7.662/13.815/2.089 ms
